freq,psd_x,psd_y,psd_z,psd_xyz
179.1,4.489e+03,3.413e+03,6.516e+03,1.442e+04
180.7,5.525e+03,3.510e+03,7.255e+03,1.629e+04
182.2,4.810e+03,2.820e+03,6.656e+03,1.429e+04
183.7,4.015e+03,2.833e+03,7.623e+03,1.447e+04
185.3,3.716e+03,2.810e+03,9.093e+03,1.562e+04
186.8,3.548e+03,3.032e+03,1.104e+04,1.762e+04
188.3,3.459e+03,3.064e+03,1.393e+04,2.045e+04
189.9,3.282e+03,3.082e+03,1.758e+04,2.394e+04
191.4,3.064e+03,2.956e+03,2.197e+04,2.799e+04
192.9,2.885e+03,2.917e+03,2.647e+04,3.227e+04
194.5,2.920e+03,2.641e+03,3.091e+04,3.647e+04
196.0,2.855e+03,2.918e+03,3.221e+04,3.798e+04
197.5,2.691e+03,3.384e+03,3.050e+04,3.658e+04
199.0,2.907e+03,3.479e+03,2.779e+04,3.418e+04
