freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.380e+02,4.810e+02,4.528e+01,1.264e+03
1.5,4.300e+02,7.393e+02,1.300e+02,1.299e+03
3.1,4.849e+01,6.138e+02,1.001e+02,7.624e+02
4.6,3.410e+02,7.589e+02,1.182e+02,1.218e+03
6.1,1.207e+03,8.393e+02,1.405e+02,2.187e+03
7.7,2.023e+03,9.221e+02,1.356e+02,3.081e+03
9.2,2.984e+03,8.621e+02,1.149e+02,3.961e+03
10.7,4.174e+03,7.639e+02,1.175e+02,5.055e+03
12.2,5.668e+03,7.391e+02,1.167e+02,6.524e+03
13.8,7.433e+03,7.952e+02,1.352e+02,8.364e+03
15.3,9.817e+03,7.996e+02,1.454e+02,1.076e+04
16.8,1.304e+04,8.611e+02,1.336e+02,1.403e+04
18.4,1.728e+04,1.035e+03,1.376e+02,1.845e+04
19.9,2.289e+04,1.116e+03,1.633e+02,2.417e+04
21.4,2.767e+04,1.272e+03,2.506e+02,2.919e+04
23.0,2.651e+04,1.461e+03,3.276e+02,2.830e+04
24.5,1.993e+04,1.478e+03,3.121e+02,2.172e+04
26.0,1.508e+04,1.287e+03,2.348e+02,1.660e+04
27.6,1.361e+04,1.039e+03,1.938e+02,1.484e+04
29.1,1.449e+04,8.522e+02,1.831e+02,1.553e+04
30.6,1.666e+04,9.547e+02,1.498e+02,1.777e+04
32.1,1.952e+04,1.432e+03,1.619e+02,2.111e+04
33.7,2.292e+04,2.242e+03,2.197e+02,2.538e+04
35.2,2.670e+04,3.669e+03,2.404e+02,3.061e+04
36.7,3.069e+04,7.071e+03,2.814e+02,3.804e+04
38.3,3.484e+04,1.466e+04,3.456e+02,4.985e+04
39.8,4.004e+04,3.059e+04,4.414e+02,7.107e+04
41.3,4.747e+04,5.595e+04,4.820e+02,1.039e+05
42.9,5.633e+04,8.697e+04,4.595e+02,1.438e+05
44.4,6.553e+04,1.150e+05,4.353e+02,1.810e+05
45.9,7.816e+04,1.291e+05,4.874e+02,2.078e+05
47.5,9.379e+04,1.307e+05,5.425e+02,2.250e+05
49.0,1.092e+05,1.223e+05,6.042e+02,2.321e+05
50.5,1.267e+05,1.117e+05,6.634e+02,2.391e+05
52.0,1.457e+05,1.003e+05,7.495e+02,2.467e+05
53.6,1.714e+05,9.318e+04,8.484e+02,2.654e+05
55.1,1.999e+05,9.172e+04,8.924e+02,2.925e+05
56.6,2.365e+05,1.055e+05,1.002e+03,3.429e+05
