freq,psd_x,psd_y,psd_z,psd_xyz
127.9,8.428e+03,5.674e+03,3.147e+06,3.161e+06
129.4,8.968e+03,6.421e+03,2.772e+06,2.787e+06
130.9,8.851e+03,5.698e+03,2.537e+06,2.552e+06
132.4,8.082e+03,4.728e+03,1.912e+06,1.925e+06
134.0,5.489e+03,2.720e+03,5.891e+05,5.973e+05
135.5,5.301e+03,3.688e+03,2.056e+05,2.146e+05
137.0,5.782e+03,5.436e+03,1.852e+05,1.964e+05
138.5,5.171e+03,9.123e+03,1.776e+05,1.919e+05
140.1,4.007e+03,1.523e+04,1.882e+05,2.075e+05
141.6,2.490e+03,1.204e+04,1.805e+05,1.950e+05
143.1,1.307e+03,8.124e+03,1.721e+05,1.815e+05
144.6,9.303e+02,7.540e+03,1.717e+05,1.801e+05
146.1,1.189e+03,3.940e+03,1.416e+05,1.468e+05
147.7,1.714e+03,1.432e+03,1.030e+05,1.062e+05
149.2,2.461e+03,1.363e+03,7.698e+04,8.080e+04
150.7,3.044e+03,1.482e+03,7.619e+04,8.072e+04
152.2,2.492e+03,9.808e+02,1.027e+05,1.062e+05
153.8,2.471e+03,2.191e+03,1.177e+05,1.224e+05
155.3,1.986e+03,3.290e+03,1.219e+05,1.272e+05
156.8,1.509e+03,1.109e+03,1.066e+05,1.092e+05
158.3,1.522e+03,4.012e+02,9.750e+04,9.942e+04
159.8,1.444e+03,3.977e+02,9.193e+04,9.377e+04
161.4,1.675e+03,4.546e+02,9.003e+04,9.216e+04
162.9,1.813e+03,7.825e+02,8.352e+04,8.612e+04
164.4,1.018e+03,8.403e+02,8.002e+04,8.188e+04
165.9,7.498e+02,7.848e+02,8.284e+04,8.437e+04
167.5,6.561e+02,8.348e+02,7.738e+04,7.887e+04
169.0,5.859e+02,8.549e+02,7.223e+04,7.367e+04
170.5,5.711e+02,8.927e+02,6.603e+04,6.750e+04
172.0,6.365e+02,1.000e+03,6.003e+04,6.166e+04
173.5,6.118e+02,1.073e+03,5.417e+04,5.586e+04
175.1,5.906e+02,1.096e+03,5.043e+04,5.212e+04
176.6,5.474e+02,1.117e+03,4.746e+04,4.913e+04
178.1,5.165e+02,1.168e+03,4.726e+04,4.895e+04
179.6,5.653e+02,1.226e+03,4.725e+04,4.904e+04
181.2,6.312e+02,1.266e+03,4.466e+04,4.655e+04
182.7,5.569e+02,1.341e+03,4.309e+04,4.499e+04
184.2,4.972e+02,1.566e+03,4.205e+04,4.411e+04
185.7,5.052e+02,1.797e+03,4.090e+04,4.321e+04
187.2,5.322e+02,2.032e+03,4.080e+04,4.336e+04
188.8,6.218e+02,2.372e+03,4.051e+04,4.350e+04
190.3,7.093e+02,2.678e+03,3.967e+04,4.305e+04
191.8,8.620e+02,3.141e+03,3.897e+04,4.298e+04
193.3,1.175e+03,4.429e+03,4.388e+04,4.949e+04
194.9,1.629e+03,6.364e+03,5.304e+04,6.103e+04
196.4,1.999e+03,7.719e+03,5.939e+04,6.911e+04
197.9,2.292e+03,8.124e+03,6.533e+04,7.575e+04
199.4,2.613e+03,8.284e+03,7.099e+04,8.189e+04
