freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.171e+01,2.165e+01,4.410e+02,4.744e+02
1.5,3.420e+01,8.392e+01,3.793e+02,4.974e+02
3.1,3.449e+01,9.350e+01,1.499e+02,2.779e+02
4.6,3.481e+01,9.695e+01,4.292e+02,5.610e+02
6.1,3.139e+01,9.433e+01,1.270e+03,1.396e+03
7.7,3.219e+01,8.586e+01,2.020e+03,2.138e+03
9.2,3.457e+01,8.211e+01,2.914e+03,3.031e+03
10.7,3.571e+01,7.995e+01,4.040e+03,4.156e+03
12.2,3.476e+01,8.646e+01,5.444e+03,5.565e+03
13.8,3.285e+01,8.423e+01,7.175e+03,7.292e+03
15.3,3.382e+01,8.979e+01,9.393e+03,9.517e+03
16.8,3.665e+01,7.972e+01,1.228e+04,1.240e+04
18.4,3.764e+01,7.920e+01,1.593e+04,1.605e+04
19.9,4.180e+01,8.012e+01,1.881e+04,1.893e+04
21.4,5.622e+01,9.494e+01,1.759e+04,1.774e+04
23.0,6.729e+01,1.279e+02,1.388e+04,1.408e+04
24.5,6.535e+01,1.771e+02,1.233e+04,1.257e+04
26.0,6.155e+01,2.069e+02,1.294e+04,1.321e+04
27.5,5.750e+01,2.182e+02,1.461e+04,1.489e+04
29.1,5.274e+01,2.346e+02,1.703e+04,1.732e+04
30.6,4.584e+01,2.596e+02,2.026e+04,2.057e+04
32.1,4.205e+01,3.697e+02,2.378e+04,2.419e+04
33.7,4.173e+01,6.450e+02,2.762e+04,2.830e+04
35.2,3.831e+01,8.719e+02,3.188e+04,3.279e+04
36.7,4.084e+01,1.438e+03,3.684e+04,3.832e+04
38.3,7.910e+01,3.505e+03,4.436e+04,4.794e+04
39.8,2.620e+02,1.220e+04,5.075e+04,6.321e+04
41.3,3.356e+02,1.584e+04,5.719e+04,7.337e+04
42.8,2.335e+02,7.698e+03,6.184e+04,6.977e+04
44.4,2.203e+02,1.874e+03,6.363e+04,6.573e+04
45.9,2.162e+02,7.063e+02,6.708e+04,6.800e+04
47.4,2.205e+02,4.132e+02,7.235e+04,7.298e+04
49.0,2.091e+02,4.686e+02,7.779e+04,7.847e+04
50.5,1.865e+02,1.176e+03,8.523e+04,8.660e+04
52.0,2.281e+02,2.174e+03,9.988e+04,1.023e+05
53.6,2.961e+02,3.061e+03,1.189e+05,1.223e+05
55.1,3.692e+02,3.627e+03,1.422e+05,1.462e+05
56.6,4.586e+02,3.932e+03,1.647e+05,1.691e+05
58.1,5.656e+02,3.780e+03,1.886e+05,1.929e+05
59.7,6.803e+02,3.562e+03,2.335e+05,2.377e+05
61.2,8.331e+02,3.181e+03,2.998e+05,3.038e+05
62.7,1.009e+03,2.628e+03,3.875e+05,3.911e+05
64.3,1.393e+03,2.767e+03,5.059e+05,5.101e+05
65.8,2.196e+03,3.595e+03,6.510e+05,6.568e+05
67.3,4.344e+03,5.034e+03,7.845e+05,7.939e+05
68.9,9.532e+03,8.577e+03,9.475e+05,9.656e+05
70.4,1.539e+04,1.432e+04,1.195e+06,1.225e+06
71.9,1.850e+04,1.905e+04,1.396e+06,1.433e+06
73.4,1.853e+04,2.026e+04,1.478e+06,1.517e+06
75.0,1.753e+04,2.045e+04,1.476e+06,1.514e+06
76.5,1.617e+04,1.725e+04,1.357e+06,1.390e+06
78.0,1.411e+04,1.513e+04,1.188e+06,1.217e+06
79.6,1.392e+04,1.593e+04,1.017e+06,1.047e+06
81.1,1.389e+04,1.463e+04,8.272e+05,8.558e+05
82.6,1.403e+04,1.278e+04,6.501e+05,6.769e+05
84.2,1.437e+04,1.064e+04,5.494e+05,5.744e+05
85.7,1.168e+04,7.913e+03,4.575e+05,4.771e+05
87.2,9.328e+03,6.958e+03,3.203e+05,3.366e+05
88.7,6.842e+03,5.446e+03,1.873e+05,1.996e+05
90.3,6.332e+03,4.874e+03,1.047e+05,1.159e+05
91.8,1.317e+04,7.685e+03,7.729e+04,9.814e+04
93.3,2.651e+04,1.497e+04,1.188e+05,1.603e+05
94.9,3.609e+04,2.423e+04,2.439e+05,3.043e+05
96.4,3.867e+04,2.920e+04,4.235e+05,4.914e+05
97.9,3.899e+04,3.229e+04,5.692e+05,6.405e+05
99.5,3.719e+04,3.249e+04,5.869e+05,6.566e+05
101.0,3.228e+04,2.787e+04,5.214e+05,5.815e+05
102.5,2.847e+04,2.375e+04,4.274e+05,4.796e+05
104.0,2.564e+04,2.224e+04,3.125e+05,3.604e+05
105.6,2.193e+04,2.078e+04,2.155e+05,2.582e+05
107.1,1.975e+04,2.048e+04,1.777e+05,2.180e+05
108.6,1.734e+04,1.916e+04,1.617e+05,1.982e+05
110.2,1.480e+04,1.687e+04,1.555e+05,1.872e+05
111.7,1.292e+04,1.504e+04,1.613e+05,1.893e+05
113.2,1.235e+04,1.469e+04,1.712e+05,1.983e+05
114.8,1.206e+04,1.467e+04,1.849e+05,2.117e+05
116.3,1.175e+04,1.399e+04,2.022e+05,2.280e+05
117.8,1.059e+04,1.233e+04,2.493e+05,2.723e+05
119.4,9.167e+03,1.073e+04,3.104e+05,3.303e+05
120.9,8.088e+03,9.824e+03,3.932e+05,4.111e+05
122.4,6.921e+03,8.860e+03,5.272e+05,5.430e+05
123.9,5.963e+03,8.340e+03,7.063e+05,7.206e+05
125.5,5.283e+03,8.283e+03,9.076e+05,9.211e+05
127.0,4.552e+03,8.409e+03,1.102e+06,1.115e+06
128.5,4.168e+03,8.212e+03,1.299e+06,1.312e+06
130.1,3.891e+03,7.956e+03,1.540e+06,1.552e+06
131.6,3.270e+03,7.628e+03,1.731e+06,1.742e+06
133.1,1.676e+03,4.927e+03,8.631e+05,8.697e+05
134.7,6.578e+02,3.492e+03,1.063e+05,1.104e+05
136.2,6.798e+02,4.936e+03,6.056e+04,6.618e+04
137.7,6.941e+02,5.743e+03,6.022e+04,6.666e+04
139.2,7.803e+02,6.045e+03,6.137e+04,6.820e+04
140.8,9.903e+02,6.338e+03,5.985e+04,6.718e+04
142.3,1.231e+03,6.278e+03,5.178e+04,5.929e+04
143.8,1.392e+03,6.089e+03,4.409e+04,5.157e+04
145.4,1.433e+03,5.724e+03,4.608e+04,5.323e+04
146.9,1.541e+03,5.624e+03,5.323e+04,6.040e+04
148.4,1.591e+03,5.651e+03,6.061e+04,6.785e+04
150.0,1.534e+03,5.371e+03,7.563e+04,8.253e+04
151.5,1.290e+03,4.713e+03,7.396e+04,7.996e+04
153.0,1.003e+03,4.235e+03,6.114e+04,6.638e+04
154.5,1.071e+03,4.396e+03,5.507e+04,6.053e+04
156.1,1.569e+03,4.829e+03,6.164e+04,6.804e+04
157.6,1.430e+03,3.878e+03,5.886e+04,6.417e+04
159.1,1.038e+03,2.712e+03,5.043e+04,5.418e+04
160.7,9.252e+02,2.132e+03,4.313e+04,4.619e+04
162.2,8.211e+02,1.614e+03,3.489e+04,3.733e+04
163.7,5.895e+02,1.072e+03,2.671e+04,2.837e+04
165.3,3.500e+02,6.138e+02,2.231e+04,2.328e+04
166.8,2.881e+02,5.181e+02,2.244e+04,2.325e+04
168.3,4.194e+02,6.794e+02,2.395e+04,2.505e+04
169.8,6.731e+02,8.583e+02,3.450e+04,3.603e+04
171.4,7.172e+02,8.979e+02,5.291e+04,5.453e+04
172.9,5.712e+02,6.521e+02,5.918e+04,6.040e+04
174.4,4.775e+02,6.489e+02,5.877e+04,5.990e+04
176.0,5.079e+02,8.613e+02,5.850e+04,5.987e+04
177.5,5.578e+02,1.122e+03,5.643e+04,5.811e+04
179.0,5.987e+02,1.279e+03,5.446e+04,5.634e+04
180.6,6.604e+02,1.382e+03,5.301e+04,5.505e+04
182.1,6.959e+02,1.330e+03,5.125e+04,5.328e+04
183.6,7.076e+02,1.134e+03,4.992e+04,5.176e+04
185.1,6.648e+02,1.078e+03,4.691e+04,4.865e+04
186.7,6.533e+02,1.425e+03,5.046e+04,5.254e+04
188.2,7.708e+02,2.476e+03,6.197e+04,6.522e+04
189.7,9.375e+02,3.522e+03,7.685e+04,8.131e+04
191.3,1.159e+03,3.814e+03,9.457e+04,9.954e+04
192.8,1.286e+03,3.902e+03,1.117e+05,1.169e+05
194.3,1.337e+03,4.211e+03,1.336e+05,1.391e+05
195.9,1.407e+03,4.269e+03,1.580e+05,1.637e+05
197.4,1.458e+03,4.118e+03,1.683e+05,1.738e+05
198.9,1.389e+03,4.067e+03,1.758e+05,1.813e+05
