freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.096e+01,4.422e+01,4.934e+02,5.486e+02
1.5,2.882e+01,8.057e+01,4.927e+02,6.021e+02
3.1,3.074e+01,1.296e+02,2.767e+02,4.370e+02
4.6,3.098e+01,1.685e+02,5.434e+02,7.429e+02
6.1,3.555e+01,1.304e+02,1.383e+03,1.549e+03
7.7,3.502e+01,1.269e+02,2.155e+03,2.317e+03
9.2,3.193e+01,1.268e+02,3.028e+03,3.187e+03
10.7,3.309e+01,1.231e+02,4.118e+03,4.275e+03
12.2,3.296e+01,1.166e+02,5.431e+03,5.581e+03
13.8,3.444e+01,9.944e+01,7.043e+03,7.177e+03
15.3,3.431e+01,1.027e+02,9.199e+03,9.336e+03
16.8,3.403e+01,1.198e+02,1.194e+04,1.210e+04
18.4,3.443e+01,1.249e+02,1.546e+04,1.562e+04
19.9,3.711e+01,1.096e+02,1.872e+04,1.887e+04
21.4,5.245e+01,1.012e+02,1.889e+04,1.905e+04
23.0,7.110e+01,1.158e+02,1.574e+04,1.593e+04
24.5,7.730e+01,1.333e+02,1.371e+04,1.392e+04
26.0,7.109e+01,1.570e+02,1.390e+04,1.413e+04
27.6,5.696e+01,1.387e+02,1.522e+04,1.541e+04
29.1,4.708e+01,1.158e+02,1.760e+04,1.776e+04
30.6,4.055e+01,1.129e+02,2.092e+04,2.107e+04
32.1,3.586e+01,1.193e+02,2.488e+04,2.504e+04
33.7,3.871e+01,1.226e+02,2.882e+04,2.898e+04
35.2,3.688e+01,1.421e+02,3.310e+04,3.328e+04
36.7,3.890e+01,1.816e+02,3.813e+04,3.835e+04
38.3,4.223e+01,2.270e+02,4.398e+04,4.425e+04
39.8,5.142e+01,3.672e+02,5.081e+04,5.123e+04
41.3,6.306e+01,9.912e+02,5.858e+04,5.963e+04
42.9,8.943e+01,2.954e+03,6.564e+04,6.869e+04
44.4,1.302e+02,8.079e+03,7.090e+04,7.911e+04
45.9,1.768e+02,1.454e+04,7.403e+04,8.875e+04
47.4,1.572e+02,1.645e+04,7.708e+04,9.368e+04
49.0,1.066e+02,1.357e+04,8.102e+04,9.469e+04
50.5,8.003e+01,1.026e+04,8.837e+04,9.871e+04
52.0,5.953e+01,8.045e+03,9.862e+04,1.067e+05
53.6,4.725e+01,6.818e+03,1.131e+05,1.200e+05
55.1,4.426e+01,6.573e+03,1.299e+05,1.365e+05
56.6,4.818e+01,7.984e+03,1.513e+05,1.593e+05
58.2,7.460e+01,1.233e+04,1.768e+05,1.892e+05
59.7,1.554e+02,2.155e+04,2.023e+05,2.240e+05
61.2,3.123e+02,3.685e+04,2.368e+05,2.739e+05
62.8,5.308e+02,5.475e+04,2.816e+05,3.369e+05
64.3,8.288e+02,7.187e+04,3.302e+05,4.029e+05
65.8,1.276e+03,8.857e+04,3.948e+05,4.846e+05
67.3,2.016e+03,1.077e+05,4.960e+05,6.057e+05
68.9,3.119e+03,1.296e+05,6.288e+05,7.614e+05
70.4,4.224e+03,1.459e+05,7.654e+05,9.155e+05
71.9,5.757e+03,1.557e+05,8.977e+05,1.059e+06
73.5,9.304e+03,1.638e+05,1.029e+06,1.202e+06
75.0,1.549e+04,1.672e+05,1.148e+06,1.331e+06
76.5,2.231e+04,1.625e+05,1.206e+06,1.391e+06
78.1,2.751e+04,1.499e+05,1.138e+06,1.316e+06
79.6,3.081e+04,1.292e+05,1.061e+06,1.221e+06
81.1,3.083e+04,1.068e+05,9.323e+05,1.070e+06
82.7,2.871e+04,8.755e+04,7.667e+05,8.829e+05
84.2,2.712e+04,7.197e+04,6.245e+05,7.236e+05
85.7,2.443e+04,5.831e+04,4.838e+05,5.666e+05
87.2,2.229e+04,4.671e+04,3.610e+05,4.300e+05
88.8,2.092e+04,3.733e+04,2.760e+05,3.343e+05
90.3,2.020e+04,3.096e+04,2.222e+05,2.733e+05
91.8,2.119e+04,2.900e+04,1.962e+05,2.464e+05
93.4,2.362e+04,2.797e+04,1.986e+05,2.502e+05
94.9,3.094e+04,2.686e+04,2.405e+05,2.983e+05
96.4,3.615e+04,2.115e+04,3.188e+05,3.761e+05
98.0,3.399e+04,1.286e+04,4.098e+05,4.567e+05
99.5,3.179e+04,6.457e+03,4.994e+05,5.376e+05
101.0,2.857e+04,3.083e+03,5.216e+05,5.532e+05
102.6,2.597e+04,2.322e+03,4.583e+05,4.866e+05
104.1,2.549e+04,1.954e+03,4.026e+05,4.301e+05
105.6,2.445e+04,1.635e+03,3.836e+05,4.097e+05
107.1,2.164e+04,1.586e+03,3.638e+05,3.871e+05
108.7,1.877e+04,1.864e+03,3.528e+05,3.734e+05
110.2,1.702e+04,2.323e+03,3.509e+05,3.703e+05
111.7,1.517e+04,2.402e+03,3.425e+05,3.601e+05
113.3,1.397e+04,2.595e+03,3.505e+05,3.671e+05
114.8,1.460e+04,3.062e+03,3.764e+05,3.940e+05
116.3,1.423e+04,3.366e+03,4.401e+05,4.577e+05
117.9,1.277e+04,3.784e+03,5.342e+05,5.508e+05
119.4,1.216e+04,4.403e+03,6.339e+05,6.505e+05
120.9,1.181e+04,5.381e+03,7.602e+05,7.774e+05
122.4,1.109e+04,6.218e+03,9.259e+05,9.432e+05
124.0,1.068e+04,7.535e+03,1.157e+06,1.175e+06
125.5,1.086e+04,8.850e+03,1.483e+06,1.503e+06
127.0,1.065e+04,1.070e+04,1.864e+06,1.885e+06
128.6,9.721e+03,1.279e+04,2.270e+06,2.293e+06
130.1,9.037e+03,1.561e+04,2.509e+06,2.534e+06
131.6,7.908e+03,1.687e+04,2.611e+06,2.636e+06
133.2,4.622e+03,1.122e+04,1.488e+06,1.504e+06
134.7,1.663e+03,4.689e+03,1.981e+05,2.044e+05
136.2,1.570e+03,4.365e+03,8.750e+04,9.344e+04
137.8,1.593e+03,4.394e+03,8.413e+04,9.011e+04
139.3,1.430e+03,4.247e+03,7.820e+04,8.388e+04
140.8,1.312e+03,4.370e+03,7.393e+04,7.961e+04
142.3,1.274e+03,4.590e+03,6.718e+04,7.304e+04
143.9,1.018e+03,4.574e+03,7.062e+04,7.621e+04
145.4,6.440e+02,4.144e+03,7.706e+04,8.185e+04
146.9,3.402e+02,3.294e+03,7.588e+04,7.951e+04
148.5,2.272e+02,2.769e+03,7.327e+04,7.627e+04
150.0,1.916e+02,2.367e+03,6.988e+04,7.244e+04
151.5,1.359e+02,1.986e+03,6.565e+04,6.777e+04
153.1,9.163e+01,1.605e+03,6.504e+04,6.673e+04
154.6,8.884e+01,1.325e+03,6.610e+04,6.751e+04
156.1,1.273e+02,1.130e+03,5.967e+04,6.092e+04
157.7,1.888e+02,1.004e+03,5.097e+04,5.216e+04
159.2,2.406e+02,1.017e+03,4.130e+04,4.256e+04
160.7,2.927e+02,1.124e+03,3.403e+04,3.544e+04
162.2,3.090e+02,1.279e+03,3.245e+04,3.404e+04
163.8,3.121e+02,1.422e+03,3.154e+04,3.327e+04
165.3,3.552e+02,1.536e+03,3.257e+04,3.446e+04
166.8,3.895e+02,1.745e+03,3.233e+04,3.447e+04
168.4,3.716e+02,1.812e+03,3.047e+04,3.266e+04
169.9,3.305e+02,1.840e+03,2.857e+04,3.074e+04
171.4,2.857e+02,1.762e+03,2.724e+04,2.929e+04
173.0,2.214e+02,1.611e+03,2.519e+04,2.702e+04
174.5,1.872e+02,1.462e+03,2.389e+04,2.554e+04
176.0,1.856e+02,1.476e+03,2.386e+04,2.552e+04
177.6,1.926e+02,1.546e+03,2.576e+04,2.750e+04
179.1,2.130e+02,1.639e+03,3.050e+04,3.235e+04
180.6,2.227e+02,1.712e+03,3.315e+04,3.508e+04
182.1,2.508e+02,1.765e+03,3.387e+04,3.588e+04
183.7,2.800e+02,1.852e+03,3.488e+04,3.701e+04
185.2,3.014e+02,2.024e+03,3.705e+04,3.938e+04
186.7,2.962e+02,2.309e+03,4.141e+04,4.401e+04
188.3,3.407e+02,2.566e+03,4.797e+04,5.088e+04
189.8,3.812e+02,2.894e+03,5.228e+04,5.555e+04
191.3,3.566e+02,3.209e+03,5.373e+04,5.729e+04
192.9,3.479e+02,3.375e+03,6.430e+04,6.803e+04
194.4,3.947e+02,3.418e+03,8.403e+04,8.784e+04
195.9,5.132e+02,3.719e+03,8.961e+04,9.384e+04
197.4,5.217e+02,4.054e+03,8.444e+04,8.901e+04
199.0,5.342e+02,4.015e+03,8.205e+04,8.660e+04
