freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.526e+02,2.159e+01,7.922e+00,2.821e+02
1.5,1.640e+02,4.549e+01,2.653e+01,2.360e+02
3.1,3.438e+01,4.484e+01,3.062e+01,1.098e+02
4.6,3.187e+02,4.023e+01,4.073e+01,3.996e+02
6.1,1.176e+03,4.329e+01,7.392e+01,1.293e+03
7.7,1.890e+03,4.797e+01,5.940e+01,1.998e+03
9.2,2.835e+03,4.865e+01,3.814e+01,2.922e+03
10.8,3.977e+03,4.209e+01,3.517e+01,4.054e+03
12.3,5.415e+03,4.165e+01,3.677e+01,5.493e+03
13.8,7.291e+03,4.383e+01,4.493e+01,7.380e+03
15.4,9.910e+03,3.906e+01,5.631e+01,1.000e+04
16.9,1.298e+04,4.236e+01,8.572e+01,1.311e+04
18.4,1.379e+04,5.391e+01,1.542e+02,1.399e+04
20.0,1.155e+04,5.928e+01,2.398e+02,1.185e+04
21.5,1.024e+04,7.387e+01,3.324e+02,1.065e+04
23.0,1.113e+04,1.068e+02,4.341e+02,1.167e+04
24.6,1.338e+04,2.052e+02,4.846e+02,1.407e+04
26.1,1.647e+04,4.209e+02,3.695e+02,1.726e+04
27.6,2.053e+04,5.866e+02,2.335e+02,2.135e+04
29.2,2.470e+04,3.893e+02,2.235e+02,2.531e+04
30.7,2.838e+04,2.441e+02,1.466e+02,2.877e+04
32.3,3.133e+04,2.417e+02,7.097e+01,3.164e+04
33.8,3.327e+04,2.549e+02,4.274e+01,3.357e+04
35.3,3.671e+04,2.828e+02,5.184e+01,3.705e+04
36.9,4.032e+04,2.894e+02,8.419e+01,4.070e+04
38.4,4.415e+04,2.841e+02,1.040e+02,4.454e+04
39.9,5.035e+04,4.092e+02,1.123e+02,5.087e+04
41.5,5.679e+04,8.587e+02,1.353e+02,5.779e+04
43.0,6.002e+04,2.261e+03,2.734e+02,6.256e+04
44.5,6.042e+04,6.135e+03,8.057e+02,6.736e+04
46.1,6.406e+04,1.205e+04,1.688e+03,7.780e+04
47.6,6.883e+04,1.591e+04,2.173e+03,8.691e+04
49.1,7.112e+04,1.500e+04,1.814e+03,8.794e+04
50.7,7.338e+04,1.104e+04,1.084e+03,8.551e+04
52.2,8.183e+04,7.414e+03,5.778e+02,8.983e+04
53.8,9.234e+04,5.426e+03,3.212e+02,9.809e+04
55.3,1.037e+05,4.136e+03,2.037e+02,1.081e+05
56.8,1.129e+05,3.589e+03,2.820e+02,1.168e+05
58.4,1.217e+05,3.295e+03,4.754e+02,1.255e+05
59.9,1.356e+05,3.020e+03,6.211e+02,1.393e+05
61.4,1.328e+05,2.898e+03,6.192e+02,1.363e+05
63.0,1.278e+05,2.792e+03,5.795e+02,1.312e+05
64.5,1.298e+05,2.958e+03,9.048e+02,1.336e+05
66.0,1.271e+05,3.252e+03,1.417e+03,1.318e+05
67.6,1.145e+05,3.804e+03,1.844e+03,1.201e+05
69.1,1.140e+05,5.805e+03,3.327e+03,1.231e+05
70.6,1.518e+05,1.122e+04,6.721e+03,1.698e+05
72.2,1.974e+05,1.741e+04,9.204e+03,2.241e+05
73.7,2.387e+05,2.511e+04,1.060e+04,2.744e+05
75.3,2.659e+05,3.369e+04,1.135e+04,3.109e+05
76.8,2.743e+05,3.992e+04,1.063e+04,3.248e+05
78.3,2.757e+05,4.186e+04,8.899e+03,3.265e+05
79.9,2.792e+05,4.379e+04,6.592e+03,3.295e+05
81.4,2.722e+05,4.936e+04,4.481e+03,3.260e+05
82.9,2.533e+05,5.558e+04,3.014e+03,3.119e+05
84.5,2.342e+05,5.393e+04,2.374e+03,2.905e+05
86.0,2.148e+05,4.922e+04,2.079e+03,2.661e+05
87.5,1.892e+05,4.208e+04,1.880e+03,2.331e+05
89.1,1.602e+05,3.418e+04,1.911e+03,1.963e+05
90.6,1.309e+05,2.605e+04,2.058e+03,1.590e+05
92.1,1.078e+05,1.911e+04,2.119e+03,1.290e+05
93.7,1.001e+05,1.453e+04,2.086e+03,1.167e+05
95.2,1.142e+05,1.204e+04,2.049e+03,1.283e+05
96.8,1.433e+05,1.175e+04,2.070e+03,1.571e+05
98.3,1.808e+05,1.334e+04,2.215e+03,1.964e+05
99.8,2.231e+05,1.475e+04,2.525e+03,2.404e+05
101.4,2.664e+05,1.508e+04,3.143e+03,2.846e+05
102.9,3.159e+05,1.310e+04,3.671e+03,3.326e+05
104.4,3.666e+05,1.180e+04,2.957e+03,3.814e+05
106.0,4.410e+05,1.317e+04,2.079e+03,4.562e+05
107.5,5.369e+05,1.837e+04,1.024e+03,5.563e+05
109.0,6.404e+05,2.159e+04,6.529e+02,6.626e+05
110.6,7.406e+05,2.039e+04,8.863e+02,7.619e+05
112.1,8.377e+05,1.754e+04,1.152e+03,8.564e+05
113.6,9.149e+05,1.686e+04,1.826e+03,9.336e+05
115.2,9.885e+05,1.787e+04,2.387e+03,1.009e+06
116.7,1.081e+06,1.626e+04,2.204e+03,1.100e+06
118.3,1.152e+06,1.402e+04,2.054e+03,1.168e+06
119.8,1.218e+06,1.406e+04,2.112e+03,1.234e+06
121.3,1.224e+06,1.351e+04,1.907e+03,1.240e+06
122.9,1.108e+06,9.488e+03,9.420e+02,1.119e+06
124.4,8.578e+05,6.065e+03,5.525e+02,8.644e+05
125.9,7.850e+05,4.798e+03,4.411e+02,7.902e+05
127.5,7.437e+05,4.168e+03,5.009e+02,7.484e+05
129.0,6.891e+05,3.691e+03,6.661e+02,6.934e+05
130.5,6.498e+05,3.536e+03,7.907e+02,6.542e+05
132.1,5.393e+05,3.222e+03,7.359e+02,5.433e+05
133.6,1.885e+05,1.391e+03,3.719e+02,1.902e+05
135.1,3.257e+04,5.238e+02,1.773e+02,3.327e+04
136.7,2.691e+04,5.568e+02,1.512e+02,2.762e+04
138.2,2.582e+04,7.038e+02,1.624e+02,2.668e+04
139.8,2.195e+04,6.714e+02,1.321e+02,2.275e+04
141.3,2.059e+04,7.907e+02,1.378e+02,2.152e+04
142.8,1.978e+04,8.896e+02,1.441e+02,2.081e+04
144.4,1.867e+04,9.915e+02,1.396e+02,1.980e+04
145.9,1.803e+04,1.136e+03,1.208e+02,1.928e+04
147.4,1.846e+04,1.371e+03,1.003e+02,1.993e+04
149.0,2.208e+04,1.690e+03,1.070e+02,2.388e+04
150.5,2.425e+04,1.912e+03,1.261e+02,2.629e+04
152.0,2.217e+04,1.864e+03,1.255e+02,2.416e+04
153.6,2.099e+04,1.797e+03,1.180e+02,2.290e+04
155.1,1.994e+04,1.810e+03,1.149e+02,2.187e+04
156.7,1.930e+04,1.890e+03,1.220e+02,2.132e+04
158.2,1.881e+04,1.821e+03,1.059e+02,2.074e+04
159.7,1.775e+04,1.691e+03,1.028e+02,1.954e+04
