freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.972e+03,2.940e+02,3.310e+01,2.299e+03
1.5,1.128e+03,3.041e+02,7.173e+01,1.504e+03
3.1,4.204e+01,1.797e+02,7.778e+01,2.995e+02
4.6,3.325e+02,1.887e+02,7.290e+01,5.940e+02
6.1,1.200e+03,1.799e+02,6.628e+01,1.446e+03
7.7,2.018e+03,1.999e+02,6.780e+01,2.286e+03
9.2,2.944e+03,1.971e+02,6.653e+01,3.208e+03
10.7,4.140e+03,1.855e+02,6.130e+01,4.387e+03
12.2,5.622e+03,2.121e+02,6.353e+01,5.898e+03
13.8,7.138e+03,1.864e+02,6.074e+01,7.386e+03
15.3,8.970e+03,1.684e+02,6.915e+01,9.208e+03
16.8,1.160e+04,1.893e+02,7.282e+01,1.186e+04
18.4,1.461e+04,2.128e+02,9.027e+01,1.491e+04
19.9,1.714e+04,2.774e+02,1.468e+02,1.757e+04
21.4,1.765e+04,2.671e+02,1.737e+02,1.809e+04
23.0,1.503e+04,2.441e+02,1.350e+02,1.541e+04
24.5,1.270e+04,2.759e+02,1.096e+02,1.308e+04
26.0,1.289e+04,2.580e+02,8.862e+01,1.324e+04
27.6,1.455e+04,2.284e+02,7.865e+01,1.486e+04
29.1,1.632e+04,2.016e+02,7.164e+01,1.659e+04
30.6,1.828e+04,2.415e+02,6.506e+01,1.859e+04
32.2,2.036e+04,2.647e+02,6.846e+01,2.069e+04
33.7,2.241e+04,3.442e+02,7.315e+01,2.283e+04
35.2,2.419e+04,5.038e+02,9.453e+01,2.479e+04
36.7,2.559e+04,7.778e+02,1.102e+02,2.648e+04
38.3,2.681e+04,1.223e+03,1.256e+02,2.816e+04
39.8,2.720e+04,2.043e+03,1.769e+02,2.942e+04
41.3,2.658e+04,3.540e+03,2.414e+02,3.037e+04
42.9,2.394e+04,7.543e+03,3.590e+02,3.184e+04
44.4,1.958e+04,2.088e+04,7.174e+02,4.118e+04
45.9,4.501e+04,4.685e+04,1.530e+03,9.338e+04
47.5,1.093e+05,5.779e+04,1.992e+03,1.691e+05
49.0,1.597e+05,5.587e+04,1.923e+03,2.175e+05
50.5,2.015e+05,5.519e+04,1.808e+03,2.585e+05
52.1,2.397e+05,5.485e+04,1.750e+03,2.963e+05
53.6,2.760e+05,5.474e+04,1.825e+03,3.326e+05
55.1,3.036e+05,5.612e+04,1.991e+03,3.617e+05
56.7,3.327e+05,6.961e+04,2.337e+03,4.047e+05
58.2,4.014e+05,1.292e+05,3.481e+03,5.340e+05
59.7,5.880e+05,2.539e+05,5.191e+03,8.471e+05
61.2,9.338e+05,3.958e+05,6.075e+03,1.336e+06
62.8,1.405e+06,5.291e+05,6.526e+03,1.940e+06
64.3,1.873e+06,6.071e+05,6.593e+03,2.487e+06
65.8,2.416e+06,6.665e+05,6.562e+03,3.089e+06
67.4,3.250e+06,7.593e+05,5.816e+03,4.015e+06
68.9,4.735e+06,9.308e+05,4.664e+03,5.670e+06
70.4,6.932e+06,1.164e+06,4.114e+03,8.100e+06
72.0,9.951e+06,1.448e+06,9.478e+03,1.141e+07
73.5,1.382e+07,1.772e+06,2.895e+04,1.562e+07
75.0,1.572e+07,1.820e+06,5.229e+04,1.759e+07
76.6,1.428e+07,1.522e+06,6.366e+04,1.586e+07
78.1,1.165e+07,1.172e+06,6.986e+04,1.289e+07
79.6,9.474e+06,9.123e+05,7.147e+04,1.046e+07
81.2,7.809e+06,7.238e+05,7.593e+04,8.609e+06
82.7,6.235e+06,5.543e+05,7.301e+04,6.862e+06
84.2,5.035e+06,4.312e+05,7.226e+04,5.538e+06
85.7,4.195e+06,3.463e+05,6.439e+04,4.606e+06
87.3,3.372e+06,2.671e+05,4.639e+04,3.686e+06
88.8,2.811e+06,2.125e+05,3.142e+04,3.055e+06
90.3,2.422e+06,1.754e+05,2.222e+04,2.620e+06
91.9,2.140e+06,1.507e+05,1.959e+04,2.310e+06
93.4,1.900e+06,1.293e+05,1.817e+04,2.047e+06
94.9,1.704e+06,1.119e+05,1.728e+04,1.833e+06
96.5,1.521e+06,9.667e+04,1.691e+04,1.635e+06
98.0,1.316e+06,8.179e+04,1.650e+04,1.415e+06
99.5,1.190e+06,7.175e+04,1.691e+04,1.278e+06
101.1,1.104e+06,6.469e+04,1.835e+04,1.187e+06
102.6,1.033e+06,5.857e+04,2.062e+04,1.113e+06
104.1,9.736e+05,5.339e+04,2.284e+04,1.050e+06
105.7,9.237e+05,4.944e+04,2.451e+04,9.976e+05
107.2,8.794e+05,4.641e+04,2.610e+04,9.519e+05
108.7,8.286e+05,4.330e+04,2.803e+04,8.999e+05
110.2,7.807e+05,4.035e+04,3.046e+04,8.515e+05
111.8,7.117e+05,3.657e+04,3.154e+04,7.798e+05
113.3,6.295e+05,3.233e+04,3.140e+04,6.933e+05
114.8,6.010e+05,3.078e+04,3.156e+04,6.633e+05
116.4,5.829e+05,3.029e+04,2.892e+04,6.421e+05
117.9,5.687e+05,3.055e+04,2.781e+04,6.270e+05
119.4,5.581e+05,3.138e+04,2.851e+04,6.180e+05
121.0,5.515e+05,3.241e+04,3.405e+04,6.180e+05
122.5,5.474e+05,3.348e+04,4.409e+04,6.250e+05
124.0,5.391e+05,3.447e+04,5.397e+04,6.275e+05
125.6,5.230e+05,3.513e+04,6.316e+04,6.213e+05
127.1,5.084e+05,3.620e+04,7.173e+04,6.163e+05
128.6,4.853e+05,3.697e+04,7.843e+04,6.007e+05
130.2,4.553e+05,3.691e+04,8.707e+04,5.793e+05
131.7,3.889e+05,3.311e+04,1.052e+05,5.271e+05
133.2,1.872e+05,1.653e+04,8.558e+04,2.893e+05
134.7,2.112e+04,2.296e+03,4.756e+04,7.097e+04
136.3,9.475e+03,1.344e+03,3.794e+04,4.876e+04
137.8,1.011e+04,1.501e+03,2.928e+04,4.089e+04
139.3,1.033e+04,1.588e+03,3.016e+04,4.208e+04
140.9,9.620e+03,1.406e+03,3.548e+04,4.651e+04
142.4,8.840e+03,1.295e+03,4.092e+04,5.106e+04
143.9,9.013e+03,1.225e+03,5.220e+04,6.243e+04
145.5,9.497e+03,1.174e+03,6.792e+04,7.859e+04
147.0,9.120e+03,1.157e+03,8.352e+04,9.379e+04
148.5,8.866e+03,1.055e+03,1.006e+05,1.105e+05
150.1,9.107e+03,1.040e+03,1.147e+05,1.249e+05
151.6,9.357e+03,1.206e+03,1.198e+05,1.303e+05
153.1,9.811e+03,1.531e+03,1.130e+05,1.244e+05
154.7,1.093e+04,1.528e+03,1.050e+05,1.175e+05
156.2,1.044e+04,1.509e+03,8.933e+04,1.013e+05
157.7,9.303e+03,1.580e+03,7.311e+04,8.400e+04
