freq,psd_x,psd_y,psd_z,psd_xyz
151.5,9.435e+02,4.472e+03,1.454e+05,1.508e+05
153.0,7.344e+02,3.480e+03,1.388e+05,1.430e+05
154.5,6.016e+02,2.759e+03,1.344e+05,1.378e+05
156.1,5.637e+02,2.433e+03,1.234e+05,1.264e+05
157.6,4.976e+02,2.385e+03,1.093e+05,1.121e+05
159.1,4.060e+02,2.161e+03,9.096e+04,9.353e+04
160.7,3.406e+02,1.866e+03,7.562e+04,7.783e+04
162.2,2.914e+02,1.620e+03,6.325e+04,6.517e+04
163.7,2.378e+02,1.332e+03,5.473e+04,5.630e+04
165.2,2.638e+02,1.236e+03,5.056e+04,5.206e+04
166.8,3.248e+02,1.239e+03,4.567e+04,4.724e+04
168.3,3.286e+02,1.221e+03,3.758e+04,3.913e+04
169.8,2.852e+02,1.247e+03,3.143e+04,3.296e+04
171.4,2.663e+02,1.212e+03,2.753e+04,2.901e+04
172.9,2.683e+02,1.084e+03,2.435e+04,2.570e+04
174.4,3.246e+02,8.826e+02,2.139e+04,2.260e+04
176.0,3.720e+02,8.207e+02,2.066e+04,2.186e+04
177.5,4.216e+02,8.845e+02,2.281e+04,2.412e+04
179.0,5.048e+02,9.007e+02,2.893e+04,3.034e+04
180.5,4.948e+02,9.059e+02,3.180e+04,3.320e+04
182.1,4.431e+02,1.011e+03,3.135e+04,3.281e+04
183.6,4.521e+02,1.130e+03,3.210e+04,3.368e+04
185.1,4.300e+02,1.358e+03,3.312e+04,3.491e+04
186.7,3.687e+02,1.571e+03,3.354e+04,3.548e+04
188.2,3.371e+02,1.848e+03,3.807e+04,4.025e+04
189.7,3.501e+02,2.170e+03,4.398e+04,4.650e+04
191.3,3.639e+02,2.481e+03,4.810e+04,5.094e+04
192.8,4.280e+02,2.968e+03,5.335e+04,5.675e+04
194.3,5.919e+02,3.488e+03,6.762e+04,7.170e+04
195.8,7.594e+02,3.901e+03,7.728e+04,8.194e+04
197.4,1.130e+03,3.393e+03,7.943e+04,8.395e+04
198.9,1.283e+03,2.966e+03,7.307e+04,7.732e+04
